MS,Mh,Man,MMS,T,Cn,Ct,m (kg),Enedc (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW)
IT,AA-IVA,AA-IVA,AA_IVA,263,FIAT DOBLO',M1,1810.0,152.0,2755.0,1510.0,1530.0,DIESEL                   ,M,1598.0,88.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 SPORTBACK,M1,1335.0,109.0,2620.0,1530.0,1500.0,DIESEL,M,1598.0,85.0
NL,AUDI AG,AUDI AG,AUDI AG,GA,Q2,M1,1315.0,121.0,2590.0,1550.0,1540.0,PETROL,M,999.0,85.0
NL,AUDI AG,AUDI AG,AUDI AG,GA,Q2,M1,1355.0,119.0,2590.0,1550.0,1540.0,PETROL,M,1395.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,GA,Q2,M1,1355.0,125.0,2590.0,1550.0,1540.0,PETROL,M,1395.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,GA,Q2,M1,1340.0,128.0,2590.0,1550.0,1540.0,PETROL,M,1395.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,GA,Q2,M1,1340.0,124.0,2590.0,1550.0,1540.0,PETROL,M,1395.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,GA,Q2,M1,1385.0,114.0,2590.0,1550.0,1540.0,DIESEL,M,1598.0,85.0
NL,AUDI AG,AUDI AG,AUDI AG,GA,Q2,M1,1280.0,117.0,2590.0,1550.0,1540.0,PETROL,M,999.0,85.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 LIMOUSINE,M1,1325.0,109.0,2620.0,1540.0,1510.0,PETROL,M,1498.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 SPORTBACK,M1,1315.0,110.0,2620.0,1530.0,1500.0,PETROL,M,1498.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 SPORTBACK,M1,1315.0,113.0,2620.0,1530.0,1500.0,PETROL,M,1498.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,8U,Q3,M1,1480.0,138.0,2600.0,1550.0,1580.0,PETROL,M,1395.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,8U,Q3,M1,1480.0,134.0,2600.0,1550.0,1580.0,PETROL,M,1395.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,8U,Q3,M1,1480.0,143.0,2600.0,1550.0,1580.0,PETROL,M,1395.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 LIMOUSINE,M1,1310.0,111.0,2620.0,1540.0,1510.0,PETROL,M,1395.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 LIMOUSINE,M1,1385.0,108.0,2620.0,1540.0,1510.0,DIESEL,M,1968.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 LIMOUSINE,M1,1260.0,107.0,2620.0,1540.0,1510.0,PETROL,M,999.0,85.0
NL,AUDI AG,AUDI AG,AUDI AG,B8,A4 AVANT,M1,1735.0,126.0,2830.0,1560.0,1550.0,DIESEL,M,2967.0,160.0
NL,AUDI AG,AUDI AG,AUDI AG,B8,A4 LIMOUSINE,M1,1505.0,105.0,2830.0,1560.0,1550.0,DIESEL,M,1968.0,90.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3,M1,1275.0,105.0,2590.0,1530.0,1500.0,PETROL,M,1395.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,B8,A4 AVANT,M1,1555.0,99.0,2830.0,1560.0,1550.0,DIESEL,M,1968.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,B8,A4 AVANT,M1,1550.0,109.0,2830.0,1560.0,1550.0,DIESEL,M,1968.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,B8,A4 LIMOUSINE,M1,1555.0,111.0,2830.0,1560.0,1550.0,DIESEL,M,1968.0,140.0
DK,FORD WERKE GMBH,FORD-WERKE GMBH,FORD WERKE GMBH,JHH,FIESTA,M1,1164.0,98.0,2493.0,1503.0,1466.0,Petrol,M,998.0,92.0
DK,FORD WERKE GMBH,FORD-WERKE GMBH,FORD WERKE GMBH,JA8,FIESTA,M1,1121.0,114.0,2489.0,1472.0,1461.0,Petrol,M,998.0,74.0
DK,FORD WERKE GMBH,FORD-WERKE GMBH,FORD WERKE GMBH,JA8,FIESTA,M1,1055.0,99.0,2489.0,1472.0,1461.0,Petrol,M,998.0,59.0
DK,FORD WERKE GMBH,FORD-WERKE GMBH,FORD WERKE GMBH,JA8,FIESTA,M1,1138.0,104.0,2489.0,1472.0,1461.0,Petrol,M,998.0,103.0
DK,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,S,C3,M1,1165.0,83.0,2539.0,1483.0,1480.0,Diesel,M,1560.0,55.0
NL,OPEL,ADAM OPEL GMBH,ADAM OPEL GMBH,B-K,ASTRA+,M1,1335.0,88.0,2660.0,1550.0,1570.0,DIESEL,M,1598.0,81.0
NL,OPEL,ADAM OPEL GMBH,ADAM OPEL GMBH,B-K,ASTRA SPORTS TOURER+,M1,1278.0,103.0,2660.0,1550.0,1570.0,PETROL,M,999.0,77.0
NL,OPEL,ADAM OPEL GMBH,ADAM OPEL GMBH,B-K,ASTRA SPORTS TOURER+,M1,1278.0,105.0,2660.0,1550.0,1570.0,PETROL,M,999.0,77.0
NL,OPEL,ADAM OPEL GMBH,ADAM OPEL GMBH,B-K,ASTRA SPORTS TOURER+,M1,1278.0,100.0,2660.0,1550.0,1570.0,PETROL,M,999.0,77.0
NL,OPEL,ADAM OPEL GMBH,ADAM OPEL GMBH,B-K,ASTRA SPORTS TOURER+,M1,1278.0,97.0,2660.0,1550.0,1570.0,PETROL,M,999.0,77.0
NL,OPEL,ADAM OPEL GMBH,ADAM OPEL GMBH,B-K,ASTRA SPORTS TOURER+,M1,1322.0,117.0,2660.0,1550.0,1570.0,PETROL,M,1399.0,110.0
NL,OPEL,ADAM OPEL GMBH,ADAM OPEL GMBH,B-K,ASTRA SPORTS TOURER+,M1,1312.0,114.0,2660.0,1550.0,1570.0,PETROL,M,1399.0,110.0
NL,OPEL,ADAM OPEL GMBH,ADAM OPEL GMBH,B-K,ASTRA SPORTS TOURER+,M1,1312.0,117.0,2660.0,1550.0,1570.0,PETROL,M,1399.0,110.0
NL,OPEL,ADAM OPEL GMBH,ADAM OPEL GMBH,B-K,ASTRA SPORTS TOURER+,M1,1340.0,128.0,2660.0,1550.0,1570.0,PETROL,M,1399.0,110.0
NL,OPEL,ADAM OPEL GMBH,ADAM OPEL GMBH,B-K,ASTRA SPORTS TOURER+,M1,1340.0,125.0,2660.0,1550.0,1570.0,PETROL,M,1399.0,110.0
NL,OPEL,ADAM OPEL GMBH,ADAM OPEL GMBH,B-K,ASTRA SPORTS TOURER,M1,1340.0,125.0,2660.0,1550.0,1570.0,PETROL,M,1399.0,110.0
FR,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,C,208,M1,1145.0,99.0,2538.0,1470.0,1470.0,Petrol,M,1199.0,81.0
GR,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,Automobiles PEUGEOT,M,3008,M1,1390.0,114.0,2675.0,1610.0,1610.0,Diesel,M,1560.0,88.0
GR,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,Automobiles PEUGEOT,M,3008-5008,M1,1455.0,118.0,2840.0,1601.0,1610.0,Diesel,M,1560.0,88.0
GR,NISSAN,NISSAN INTERNATIONAL SA,NISSAN INTERNATIONAL SA,C13,NISSAN PULSAR,M1,1379.0,117.0,2700.0,1540.0,1540.0,Petrol,M,1197.0,85.0
GR,NISSAN,NISSAN INTERNATIONAL SA,NISSAN INTERNATIONAL SA,C13,NISSAN PULSAR,M1,1398.0,119.0,2700.0,1540.0,1540.0,Petrol,M,1197.0,85.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 CABRIOLET,M1,1470.0,114.0,2590.0,1540.0,1510.0,PETROL,M,1395.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 SPORTBACK,M1,1305.0,107.0,2620.0,1530.0,1500.0,PETROL,M,1395.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3,M1,1225.0,104.0,2590.0,1530.0,1500.0,PETROL,M,999.0,85.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 SPORTBACK,M1,1380.0,109.0,2620.0,1530.0,1500.0,DIESEL,M,1968.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 LIMOUSINE,M1,1390.0,111.0,2620.0,1540.0,1510.0,DIESEL,M,1968.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 LIMOUSINE,M1,1325.0,112.0,2620.0,1540.0,1510.0,PETROL,M,1498.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,4G,A6 LIMOUSINE,M1,1645.0,134.0,2910.0,1610.0,1610.0,PETROL,M,1798.0,140.0
NL,AUDI AG,AUDI AG,AUDI AG,4G,A6 LIMOUSINE,M1,1700.0,114.0,2910.0,1610.0,1610.0,DIESEL,M,1968.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,4G,A6 AVANT,M1,1710.0,142.0,2910.0,1610.0,1610.0,PETROL,M,1798.0,140.0
NL,AUDI AG,AUDI AG,AUDI AG,4G,A6 AVANT,M1,1905.0,140.0,2910.0,1610.0,1610.0,DIESEL,M,2967.0,160.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 SPORTBACK,M1,1390.0,130.0,2620.0,1530.0,1500.0,PETROL,M,1984.0,140.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 SPORTBACK,M1,1335.0,106.0,2620.0,1530.0,1500.0,DIESEL,M,1598.0,85.0
NL,AUDI AG,AUDI AG,AUDI AG,GA,Q2,M1,1355.0,123.0,2590.0,1550.0,1540.0,PETROL,M,1395.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,GA,Q2,M1,1315.0,117.0,2590.0,1550.0,1540.0,PETROL,M,999.0,85.0
NL,AUDI AG,AUDI AG,AUDI AG,GA,Q2,M1,1555.0,134.0,2590.0,1550.0,1540.0,DIESEL,M,1968.0,140.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 CABRIOLET,M1,1470.0,117.0,2590.0,1540.0,1510.0,PETROL,M,1498.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,GA,Q2,M1,1340.0,130.0,2590.0,1550.0,1540.0,PETROL,M,1395.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,GA,Q2,M1,1395.0,109.0,2590.0,1550.0,1540.0,DIESEL,M,1598.0,85.0
NL,AUDI AG,AUDI AG,AUDI AG,4G,A6 LIMOUSINE,M1,1735.0,154.0,2910.0,1610.0,1610.0,PETROL,M,1984.0,185.0
NL,AUDI AG,AUDI AG,AUDI AG,4G,A6 LIMOUSINE,M1,1645.0,133.0,2910.0,1610.0,1610.0,PETROL,M,1798.0,140.0
NL,AUDI AG,AUDI AG,AUDI AG,4G,A6 LIMOUSINE,M1,1735.0,113.0,2910.0,1610.0,1610.0,DIESEL,M,1968.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,4G,A6 LIMOUSINE,M1,1910.0,159.0,2910.0,1610.0,1610.0,DIESEL,M,2967.0,235.0
NL,AUDI AG,AUDI AG,AUDI AG,4G,A6 LIMOUSINE,M1,1735.0,113.0,2910.0,1610.0,1610.0,DIESEL,M,1968.0,140.0
NL,AUDI AG,AUDI AG,AUDI AG,B8,A4 LIMOUSINE,M1,1455.0,124.0,2830.0,1560.0,1550.0,PETROL,M,1984.0,140.0
NL,AUDI AG,AUDI AG,AUDI AG,4G,A6 AVANT,M1,1800.0,118.0,2910.0,1610.0,1610.0,DIESEL,M,1968.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,4G,A6 AVANT,M1,1735.0,140.0,2910.0,1610.0,1610.0,PETROL,M,1984.0,185.0
NL,AUDI AG,AUDI AG,AUDI AG,B8,A4 LIMOUSINE,M1,1450.0,114.0,2830.0,1560.0,1550.0,PETROL,M,1395.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,B8,A4 AVANT,M1,1600.0,105.0,2830.0,1560.0,1550.0,DIESEL,M,1968.0,90.0
NL,AUDI AG,AUDI AG,AUDI AG,B8,A4 AVANT,M1,1445.0,124.0,2830.0,1560.0,1550.0,PETROL,M,1395.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 LIMOUSINE,M1,1480.0,133.0,2620.0,1540.0,1510.0,PETROL,M,1984.0,140.0
NL,AUDI AG,AUDI AG,AUDI AG,GA,Q2,M1,1280.0,121.0,2590.0,1550.0,1540.0,PETROL,M,999.0,85.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 SPORTBACK,M1,1370.0,132.0,2620.0,1530.0,1500.0,PETROL,M,1984.0,140.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 CABRIOLET,M1,1450.0,120.0,2590.0,1540.0,1510.0,PETROL,M,1395.0,85.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 SPORTBACK,M1,1335.0,104.0,2620.0,1530.0,1500.0,DIESEL,M,1598.0,81.0
IT,AA-IVA,AA-IVA,AA_IVA,B8,A4 AVANT,M1,1690.0,120.0,2828.0,,,DIESEL                   ,M,1968.0,140.0
IT,AA-IVA,AA-IVA,AA_IVA,,,M1,979.0,,2100.0,,,PETROL                   ,M,1582.0,55.0
IT,AA-IVA,AA-IVA,AA_IVA,451,FORTWO COUPE BRABUS,M1,995.0,102.0,1873.0,1429.0,,PETROL                   ,M,898.0,80.0
IT,AA-IVA,AA-IVA,AA_IVA,AU,GOLF,M1,1413.0,120.0,2620.0,,,DIESEL                   ,M,1968.0,110.0
IT,AA-IVA,AA-IVA,AA_IVA,7,PARTNER,M1,1690.0,113.0,2728.0,1556.0,,DIESEL                   ,M,1560.0,73.0
IT,AA-IVA,AA-IVA,AA_IVA,199,FIAT 500L,M1,1380.0,107.0,2612.0,1522.0,,DIESEL                   ,M,1248.0,70.0
IT,AA-IVA,AA-IVA,AA_IVA,176,FIAT PUNTO,M1,955.0,,2450.0,,,PETROL                   ,M,1242.0,44.0
IT,AA-IVA,AA-IVA,AA_IVA,S8,DR CITY CROSS,M1,1140.0,148.0,2340.0,1375.0,,PETROL                   ,M,1297.0,61.0
IT,AA-IVA,AA-IVA,AA_IVA,7N,ALHAMBRA,M1,1923.0,,2920.0,,,DIESEL                   ,M,1968.0,135.0
IT,AA-IVA,AA-IVA,AA_IVA,245 G,GLA 200 D 4MATIC,M1,1595.0,127.0,2699.0,,,DIESEL                   ,M,2143.0,100.0
IT,AA-IVA,AA-IVA,AA_IVA,8V,A3 LIMOUSINE,M1,1345.0,107.0,2618.0,1538.0,,DIESEL                   ,M,1598.0,85.0
IT,AA-IVA,AA-IVA,AA_IVA,CJ7,,M1,1507.0,,2375.0,1308.0,,PETROL                   ,M,4981.0,89.0
IT,AA-IVA,AA-IVA,AA_IVA,GA,Q2,M1,1550.0,114.0,2587.0,,,DIESEL                   ,M,1968.0,110.0
IT,AA-IVA,AA-IVA,AA_IVA,4G,RS 6 AVANT PERFORMANCE,M1,2025.0,,2917.0,,,PETROL                   ,M,3993.0,445.0
IT,AA-IVA,AA-IVA,AA_IVA,3C,420D,M1,1615.0,114.0,2810.0,1545.0,1594.0,DIESEL                   ,M,1995.0,140.0
IT,AA-IVA,AA-IVA,AA_IVA,,,M1,1860.0,266.0,2360.0,,,DIESEL                   ,M,2495.0,83.0
IT,AA-IVA,AA-IVA,AA_IVA,X83,VIVARO-B,M1,2250.0,155.0,3498.0,1615.0,1628.0,DIESEL                   ,M,1598.0,70.0
IT,AA-IVA,AA-IVA,AA_IVA,X3,X4 XDRIVE30D,M1,1900.0,156.0,2810.0,1632.0,,DIESEL                   ,M,2993.0,190.0
IT,AA-IVA,AA-IVA,AA_IVA,,,M1,720.0,,2160.0,,,PETROL                   ,M,1108.0,40.0
IT,AA-IVA,AA-IVA,AA_IVA,GA,Q2,M1,1395.0,109.0,2587.0,,,DIESEL                   ,M,1598.0,85.0
IT,AA-IVA,AA-IVA,AA_IVA,8U,Q3,M1,1520.0,137.0,2601.0,,,DIESEL                   ,M,1968.0,103.0
IT,AA-IVA,AA-IVA,AA_IVA,GHOST FAM.,DAWN,M1,2635.0,330.0,3112.0,1681.0,,PETROL                   ,M,6592.0,420.0
IT,AA-IVA,AA-IVA,AA_IVA,GA,Q2,M1,1555.0,114.0,2587.0,,,DIESEL                   ,M,1968.0,140.0
IT,AA-IVA,AA-IVA,AA_IVA,,,M1,1095.0,,2310.0,1251.0,,PETROL                   ,M,1798.0,70.0
IT,AA-IVA,AA-IVA,AA_IVA,1C,220D,M1,1490.0,113.0,2690.0,1521.0,1556.0,DIESEL                   ,M,1995.0,140.0
IT,AA-IVA,AA-IVA,AA_IVA,2K,CADDY IMOBILITY.EU SRL/AMF,M1,1830.0,123.0,3006.0,1537.0,1538.0,DIESEL                   ,M,1968.0,75.0
IT,AA-IVA,AA-IVA,AA_IVA,B8,A4 AVANT,M1,1550.0,109.0,2828.0,1575.0,,DIESEL                   ,M,1968.0,110.0
IT,AA-IVA,AA-IVA,AA_IVA,,,M1,670.0,,2400.0,,,PETROL                   ,M,424.0,13.0
IT,AA-IVA,AA-IVA,AA_IVA,180,C 180,M1,1545.0,139.0,2840.0,,,PETROL                   ,M,1595.0,115.0
IT,AA-IVA,AA-IVA,AA_IVA,AY CA,CITROEN,M1,695.0,,2400.0,,,PETROL                   ,M,602.0,21.0
IT,AA-IVA,AA-IVA,AA_IVA,RFA,SCENIC,M1,1614.0,118.0,2734.0,1602.0,1596.0,DIESEL                   ,M,1598.0,118.0
IT,AA-IVA,AA-IVA,AA_IVA,7,PARTNER,M1,1650.0,113.0,2728.0,1507.0,1556.0,DIESEL                   ,M,1560.0,73.0
DE,AA-IVA,AA-IVA,TESLA,2,MODEL S,M1,2184.0,0.0,2960.0,1662.0,1700.0,ELECTRIC,E,,158.0
DE,AA-IVA,AA-IVA,AUDI AG,8V,,M1,1710.0,240.0,0.0,,,PETROL,M,1984.0,170.0
DE,AA-IVA,AA-IVA,TOYOTA,AR2N,,M1,1535.0,119.0,0.0,,,DIESEL,M,1598.0,82.0
DE,AA-IVA,AA-IVA,TOYOTA,XP13M(A),TOYOTA YARIS,M1,1120.0,109.0,2510.0,1485.0,1470.0,PETROL,M,1496.0,82.0
DE,AA-IVA,AA-IVA,TOYOTA,AZ1,LEXUS NX300H,M1,1860.0,121.0,2660.0,1580.0,1585.0,PETROL,M,2494.0,114.0
DE,AA-IVA,AA-IVA,VOLKSWAGEN,,ARTEON,M1,,187.0,0.0,,,DIESEL,M,1968.0,110.0
DE,AA-IVA,AA-IVA,VOLKSWAGEN,,ARTEON,M1,,252.0,0.0,,,PETROL,M,1984.0,206.0
DE,AA-IVA,AA-IVA,VOLKSWAGEN,,ARTEON,M1,1601.0,179.0,0.0,,,DIESEL,M,1968.0,140.0
DE,AA-IVA,AA-IVA,VOLKSWAGEN,,ARTEON,M1,1601.0,219.0,0.0,,,PETROL,M,1984.0,140.0
DE,AA-IVA,AA-IVA,VOLKSWAGEN,,ARTEON,M1,1608.0,219.0,0.0,,,PETROL,M,1984.0,140.0
DE,AA-IVA,AA-IVA,AUDI AG,8V,,M1,1725.0,258.0,0.0,,,PETROL,M,1984.0,221.0
DE,AA-IVA,AA-IVA,VOLKSWAGEN,,ARTEON,M1,1610.0,220.0,0.0,,,PETROL,M,1984.0,140.0
DE,AA-IVA,AA-IVA,VOLKSWAGEN,,ARTEON,M1,1634.0,165.0,0.0,,,DIESEL,M,1968.0,140.0
DE,AA-IVA,AA-IVA,VOLKSWAGEN,,ARTEON,M1,1636.0,165.0,0.0,,,DIESEL,M,1968.0,110.0
DE,AA-IVA,AA-IVA,VOLKSWAGEN,,ARTEON,M1,1636.0,165.0,0.0,,,DIESEL,M,1968.0,140.0
DE,AA-IVA,AA-IVA,VOLKSWAGEN,,ARTEON,M1,1643.0,184.0,0.0,,,DIESEL,M,1968.0,110.0
NL,TESLA,TESLA MOTORS LTD,TESLA MOTORS INC.,2,MODEL S,M1,2102.0,0.0,2960.0,1660.0,1700.0,ELECTRIC,E,,90.0
NL,DAIMLER AG,DAIMLER AG,DAIMLER AG,245 G,A 160,M1,1370.0,126.0,2700.0,1560.0,1550.0,PETROL,M,1595.0,75.0
NL,DAIMLER AG,DAIMLER AG,DAIMLER AG,245 G,A 160,M1,1395.0,126.0,2700.0,1560.0,1550.0,PETROL,M,1595.0,75.0
NL,DAIMLER AG,DAIMLER AG,DAIMLER AG,245 G,A 160,M1,1395.0,121.0,2700.0,1560.0,1550.0,PETROL,M,1595.0,75.0
NL,DAIMLER AG,DAIMLER AG,DAIMLER AG,245 G,A 160,M1,1370.0,124.0,2700.0,1560.0,1550.0,PETROL,M,1595.0,75.0
NL,DAIMLER AG,DAIMLER AG,DAIMLER AG,204,C 200,M1,1465.0,135.0,2840.0,1580.0,1530.0,PETROL,M,1991.0,135.0
NL,DAIMLER AG,DAIMLER AG,DAIMLER AG,204,C 160,M1,1395.0,129.0,2840.0,1580.0,1530.0,PETROL,M,1595.0,95.0
PT,HYUNDAI ASSAN ,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET A.S.,IA,i10,M1,1008.0,108.0,2385.0,1491.0,1504.0,PETROL,M,998.0,49.0
SI,OPEL,ADAM OPEL GMBH,ADAM OPEL GMBH,S-D,CORSA / 1.4 /,M1,1163.0,120.0,2510.0,1472.0,1464.0,Petrol,M,1398.0,66.0
SI,OPEL AUTOMOBILE,OPEL AUTOMOBILE GMBH,OPEL AUTOMOBILE GMBH,J-A,MOKKA / 1.4 / TURBO AUT.,M1,1409.0,149.0,2555.0,1541.0,1540.0,Petrol,M,1364.0,103.0
SI,OPEL AUTOMOBILE,OPEL AUTOMOBILE GMBH,OPEL AUTOMOBILE GMBH,J-A,MOKKA / 1.4 / TURBO 4X4,M1,1445.0,152.0,2555.0,1541.0,1540.0,Petrol,M,1364.0,103.0
SI,OPEL AUTOMOBILE,OPEL AUTOMOBILE GMBH,OPEL AUTOMOBILE GMBH,J-A,MOKKA / 1.4 / TURBO 4X4,M1,1445.0,149.0,2555.0,1541.0,1540.0,Petrol,M,1364.0,103.0
SI,OPEL AUTOMOBILE,OPEL AUTOMOBILE GMBH,OPEL AUTOMOBILE GMBH,J-A,MOKKA / 1.4 / TURBO 4X4 AUT.,M1,1481.0,150.0,2555.0,1541.0,1540.0,Petrol,M,1399.0,112.0
SI,OPEL AUTOMOBILE,OPEL AUTOMOBILE GMBH,OPEL AUTOMOBILE GMBH,J-A,MOKKA / 1.6 /,M1,1355.0,155.0,2555.0,1541.0,1540.0,Petrol,M,1598.0,85.0
SI,KIA,KIA MOTORS CORPORATION,KIA MOTORS CORPORATION,YB,RIO / 1.2 /,M1,1110.0,109.0,2580.0,1518.0,1524.0,Petrol,M,1248.0,62.0
FR,BMW AG,BAYERISCHE MOTOREN WERKE AG,BMW AG,F1X,SERIE X,M1,1505.0,109.0,2670.0,1587.0,1587.0,Diesel,M,1995.0,110.0
FR,BMW AG,BAYERISCHE MOTOREN WERKE AG,BMW AG,F1X,SERIE X,M1,1505.0,114.0,2670.0,1587.0,1587.0,Diesel,M,1995.0,110.0
NL,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,AW,POLO,M1,1280.0,99.0,2550.0,1500.0,1480.0,DIESEL,M,1598.0,70.0
FR,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,5N,TIGUAN,M1,1673.0,149.0,2677.0,1576.0,1576.0,DIESEL,M,1968.0,110.0
FR,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,3C,PASSAT,M1,1579.0,114.0,2786.0,1578.0,1578.0,DIESEL,M,1968.0,110.0
EE,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,3C,PASSAT,M1,1501.0,118.0,2786.0,1586.0,1570.0,DIESEL,M,1968.0,
NL,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,AU,GOLF,M1,1237.0,112.0,2620.0,1530.0,1500.0,PETROL,M,999.0,81.0
DK,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN,1T,TOURAN,M1,1505.0,126.0,2786.0,1561.0,1534.0,PETROL,M,1395.0,110.0
DK,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN,5N,TIGUAN,M1,1498.0,140.0,2677.0,1579.0,1570.0,PETROL,M,1395.0,110.0
PT,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,AU,GOLF,M1,1438.0,129.0,2626.0,1541.0,1512.0,DIESEL,M,1968.0,135.0
PL,VOLKSWAGEN,VOLKSWAGEN AG,,3H,ARTEON,M1,1601.0,135.0,2383.0,1577.0,1591.0,PETROL,M,1984.0,210.0
FR,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,AU,GOLF,M1,1394.0,119.0,2620.0,1527.0,1527.0,DIESEL,M,1968.0,110.0
RO,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,16,JETTA,M1,1395.0,107.0,2648.0,1527.0,1530.0,DIESEL,M,1968.0,81.0
FR,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,AUV,GOLF SPORTSVAN,M1,1362.0,127.0,2670.0,1533.0,1533.0,PETROL,M,1395.0,92.0
LV,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,AUV,GOLF,M1,1395.0,103.0,2620.0,1533.0,1504.0,DIESEL,M,1598.0,85.0
PL,VOLKSWAGEN,VOLKSWAGEN AG,,3C,PASSAT,M1,1541.0,124.0,2371.0,1562.0,1586.0,DIESEL,M,1968.0,165.0
LV,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,AU,GOLF,M1,1247.0,120.0,2620.0,1527.0,1496.0,PETROL,M,1395.0,92.0
FR,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,7HC,KOMBI,M1,1954.0,155.0,3400.0,1622.0,1622.0,DIESEL,M,1968.0,110.0
EE,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,3C,PASSAT,M1,1541.0,121.0,2786.0,1586.0,1570.0,DIESEL,M,1968.0,
FR,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,1T,TOURAN,M1,1539.0,119.0,2786.0,1561.0,1561.0,DIESEL,M,1598.0,85.0
PL,VOLKSWAGEN,VOLKSWAGEN AG,,AUV,GOLF,M1,1316.0,123.0,2302.0,1496.0,1550.0,PETROL,M,1395.0,138.0
PT,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,3C,PASSAT,M1,1475.0,109.0,2786.0,1582.0,1566.0,DIESEL,M,1968.0,110.0
FR,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,16,BEETLE,M1,1340.0,121.0,2540.0,1571.0,1571.0,PETROL,M,1197.0,77.0
NL,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,AU,GOLF,M1,1301.0,116.0,2620.0,1530.0,1500.0,PETROL,M,1498.0,96.0
PL,VOLKSWAGEN,VOLKSWAGEN AG,,5N,TIGUAN,M1,1645.0,170.0,2369.0,1566.0,1586.0,PETROL,M,1984.0,198.0
PL,VOLKSWAGEN,VOLKSWAGEN AG,,3C,PASSAT,M1,1505.0,146.0,2371.0,1562.0,1586.0,PETROL,M,1984.0,243.0
